,MACD_SELL,MACD_BUY,EMA(C),EMA(V),K_SELL,K_BUY,BB_BUY,BB_SELL,ACTION,PREDICTED ACTION
2100,1,0,1,1,0,1,0,0,N,
2101,1,0,1,1,1,0,0,0,S,
2102,1,0,1,1,0,1,0,0,N,
2103,1,0,1,1,0,1,0,0,N,
2104,1,0,1,0,0,1,0,0,N,
2105,0,1,1,0,1,0,0,0,N,
2106,0,1,1,0,0,0,1,0,N,
2107,0,1,1,0,0,0,1,0,N,
2108,0,1,1,1,0,0,1,0,N,
2109,0,1,1,0,0,0,1,0,N,
2110,0,1,1,1,1,0,0,0,N,
2111,0,1,1,0,1,0,0,0,N,
2112,0,1,1,0,0,0,1,0,N,
2113,0,1,1,0,0,0,0,0,B,
2114,0,1,1,0,0,0,0,0,B,
2115,0,1,1,0,0,0,0,0,B,
2116,0,1,1,0,0,0,1,0,N,
2117,0,1,1,0,0,0,1,0,N,
2118,0,1,1,0,0,0,1,0,N,
2119,0,1,1,0,0,0,0,0,B,
2120,0,1,1,0,1,0,0,0,N,
2121,0,1,1,0,0,1,0,0,B,
2122,0,1,1,0,0,1,0,0,B,
2123,0,1,1,0,0,1,0,0,B,
2124,1,0,1,0,0,1,0,0,N,
2125,1,0,1,0,0,1,0,0,N,
2126,1,0,1,0,0,1,0,0,N,
2127,1,0,1,1,0,1,0,0,N,
2128,1,0,1,1,0,1,0,0,N,
2129,1,0,1,1,0,1,0,0,N,
2130,1,0,1,1,0,1,0,0,N,
2131,1,0,1,1,0,1,0,0,N,
2132,1,0,1,1,0,1,0,0,N,
2133,1,0,1,1,0,1,0,0,N,
2134,1,0,1,1,0,1,0,0,N,
2135,1,0,1,1,0,1,0,0,N,
2136,1,0,1,1,0,1,0,0,N,
2137,1,0,1,1,0,0,0,0,S,
2138,1,0,1,0,0,0,0,0,S,
2139,1,0,1,0,0,0,0,0,S,
2140,1,0,1,0,0,1,0,0,N,
2141,1,0,1,0,0,1,0,0,N,
2142,1,0,1,0,0,1,0,0,N,
2143,1,0,1,0,1,0,0,0,S,
2144,1,0,1,0,1,0,0,0,S,
2145,1,0,1,0,0,0,1,0,S,
2146,0,1,0,0,0,0,0,0,B,
2147,0,1,0,0,0,0,1,0,N,
2148,0,1,0,0,0,0,0,0,B,
2149,0,1,0,0,0,0,1,0,N,
2150,0,1,0,0,0,0,1,0,N,
2151,0,1,0,0,0,0,0,0,B,
2152,0,1,0,0,0,0,0,0,B,
2153,0,1,0,0,0,0,0,0,B,
2154,0,1,1,0,0,0,0,0,B,
2155,0,1,1,1,0,0,0,0,B,
2156,0,1,1,1,0,0,0,0,B,
2157,0,1,1,1,0,0,0,0,B,
2158,0,1,1,1,0,0,0,0,B,
2159,0,1,1,1,0,0,0,0,B,
2160,0,1,1,1,0,0,0,0,B,
2161,1,0,1,1,0,0,0,0,S,
2162,1,0,1,1,0,0,0,0,S,
2163,1,0,1,1,0,0,0,0,S,
2164,1,0,1,1,0,1,0,0,N,
2165,1,0,1,1,0,1,0,0,N,
2166,1,0,1,1,0,1,0,0,N,
2167,1,0,1,1,0,1,0,0,N,
2168,1,0,1,1,0,1,0,0,N,
2169,1,0,1,1,0,1,0,0,N,
2170,1,0,1,0,1,0,0,0,S,
2171,1,0,1,0,1,0,0,0,S,
2172,1,0,1,0,1,0,0,0,S,
2173,1,0,1,0,0,1,0,0,N,
2174,0,1,0,0,0,1,0,0,B,
2175,0,1,0,0,0,1,0,0,B,
2176,0,1,0,0,0,0,0,0,B,
2177,0,1,0,0,0,0,0,0,B,
2178,0,1,0,0,0,0,0,0,B,
2179,0,1,1,0,0,0,0,0,B,
2180,0,1,1,0,0,0,0,0,B,
2181,0,1,1,0,1,0,0,0,N,
2182,0,1,1,0,0,0,0,0,B,
2183,0,1,1,0,0,0,0,0,B,
2184,0,1,1,0,0,0,0,0,B,
2185,0,1,1,0,0,0,0,0,B,
2186,0,1,1,0,0,0,0,0,B,
2187,0,1,1,0,1,0,0,0,N,
2188,0,1,1,0,1,0,0,0,N,
2189,0,1,1,1,0,1,0,0,B,
2190,0,1,1,1,0,1,0,0,B,
2191,0,1,1,1,0,1,0,0,B,
2192,0,1,1,1,0,1,0,0,B,
2193,0,1,1,1,0,0,0,0,B,
2194,0,1,1,0,0,0,0,0,B,
2195,0,1,1,0,0,0,0,0,B,
2196,0,1,1,0,0,0,0,0,B,
2197,0,1,1,0,0,0,0,0,B,
2198,0,1,1,0,0,0,0,0,B,
2199,0,1,1,0,0,0,0,0,B,
2200,0,1,1,0,1,0,0,0,N,
2201,0,1,1,0,1,0,0,0,N,
2202,0,1,1,0,0,1,0,0,B,
2203,0,1,1,0,0,1,0,0,B,
2204,0,1,1,0,0,1,0,0,B,
2205,0,1,1,0,0,1,0,0,B,
2206,0,1,1,0,0,1,0,0,B,
2207,1,0,1,0,0,1,0,0,N,
2208,1,0,1,0,0,1,0,0,N,
2209,1,0,1,0,0,1,0,0,N,
2210,1,0,1,0,0,1,0,0,N,
2211,1,0,1,0,0,1,0,0,N,
2212,1,0,1,0,0,1,0,0,N,
2213,1,0,1,0,0,1,0,0,N,
2214,1,0,1,0,0,0,0,0,S,
2215,1,0,1,0,0,0,0,0,S,
2216,1,0,1,0,0,0,0,0,S,
2217,1,0,1,0,0,0,0,0,S,
2218,1,0,1,0,0,0,0,0,S,
2219,1,0,1,0,0,0,0,0,S,
2220,1,0,1,0,0,1,0,0,N,
2221,1,0,1,1,0,1,0,0,N,
2222,1,0,1,1,0,1,0,0,N,
2223,1,0,1,1,0,1,0,0,N,
2224,1,0,0,1,0,1,0,0,N,
2225,1,0,0,1,0,1,0,0,N,
2226,1,0,0,1,1,0,0,0,S,
2227,1,0,0,1,1,0,0,0,S,
2228,0,1,0,1,1,0,0,0,N,
2229,0,1,0,1,1,0,0,0,N,
2230,0,1,0,1,0,0,0,0,B,
2231,0,1,0,1,0,0,0,0,B,
2232,0,1,0,1,0,0,0,0,B,
2233,0,1,0,1,0,0,0,0,B,
2234,0,1,0,1,0,0,0,0,B,
2235,0,1,0,1,0,0,0,0,B,
2236,0,1,0,1,0,0,0,0,B,
2237,0,1,0,0,0,0,0,0,B,
2238,0,1,1,0,0,0,0,0,B,
2239,0,1,1,0,0,0,0,0,B,
2240,0,1,1,0,0,0,0,0,B,
2241,0,1,1,0,0,0,0,1,B,
2242,1,0,1,0,0,0,0,0,S,
2243,1,0,1,0,0,0,0,0,S,
2244,1,0,1,0,0,0,0,0,S,
2245,1,0,1,0,0,0,0,0,S,
2246,1,0,1,0,0,1,0,0,N,
2247,1,0,1,0,0,1,0,0,N,
2248,1,0,1,0,0,1,0,0,N,
2249,1,0,1,0,0,1,0,0,N,
2250,1,0,1,0,0,1,0,0,N,
2251,1,0,1,0,0,1,0,0,N,
2252,1,0,1,0,1,0,0,0,S,
2253,1,0,1,0,1,0,0,0,S,
2254,1,0,0,0,0,0,0,0,S,
2255,1,0,0,1,0,0,0,0,S,
2256,1,0,0,1,0,0,0,0,S,
2257,1,0,0,1,0,0,0,0,S,
2258,0,1,0,1,0,0,0,0,B,
2259,0,1,0,1,0,0,0,0,B,
2260,1,0,0,1,0,1,0,0,N,
2261,1,0,0,1,0,1,0,0,N,
2262,1,0,0,1,0,1,0,0,N,
2263,1,0,0,1,0,0,0,0,S,
2264,1,0,0,1,0,0,0,1,N,
2265,1,0,0,1,0,0,0,0,S,
2266,1,0,0,1,0,0,0,0,S,
2267,1,0,0,0,0,0,0,0,S,
2268,1,0,0,0,1,0,0,0,S,
2269,1,0,0,0,0,1,0,0,N,
2270,1,0,0,0,1,0,0,0,S,
2271,0,1,0,0,1,0,0,0,N,
2272,0,1,0,0,1,0,0,0,N,
2273,0,1,0,0,0,1,0,0,B,
2274,0,1,0,0,0,1,0,0,B,
2275,0,1,0,0,0,1,0,0,B,
2276,0,1,0,0,0,0,0,0,B,
2277,0,1,0,0,0,0,0,0,B,
2278,0,1,0,0,0,1,0,0,B,
2279,0,1,0,0,0,0,0,0,B,
2280,0,1,1,0,0,0,0,0,B,
2281,0,1,1,0,0,0,0,0,B,
2282,1,0,1,0,0,0,0,1,N,
2283,1,0,1,0,0,0,0,0,S,
2284,1,0,1,0,0,0,0,0,S,
2285,1,0,1,0,0,0,0,0,S,
2286,1,0,1,0,0,1,0,0,N,
2287,1,0,1,0,0,1,0,0,N,
2288,1,0,1,0,0,1,0,0,N,
2289,1,0,1,0,0,1,0,0,N,
2290,1,0,1,0,0,1,0,0,N,
2291,1,0,0,0,0,1,0,0,N,
2292,1,0,0,0,0,1,0,0,N,
2293,1,0,0,0,1,0,0,0,S,
2294,1,0,0,0,0,0,0,0,S,
2295,0,1,0,0,1,0,0,0,N,
2296,0,1,0,0,0,0,0,0,B,
2297,0,1,0,0,0,0,0,0,B,
2298,0,1,0,0,0,0,0,0,B,
2299,0,1,0,0,1,0,0,0,N,
2300,0,1,0,0,0,0,0,0,B,
2301,0,1,0,0,0,0,0,0,B,
2302,0,1,0,0,0,0,0,0,B,
2303,0,1,0,0,0,0,0,1,B,
2304,0,1,0,0,0,0,0,0,B,
2305,0,1,0,0,0,0,0,0,B,
2306,0,1,0,0,0,0,0,0,B,
2307,0,1,1,0,0,0,0,0,B,
2308,0,1,1,0,0,0,0,0,B,
2309,1,0,1,0,0,0,0,0,S,
2310,1,0,1,0,0,0,0,0,S,
2311,1,0,1,0,0,0,0,0,S,
2312,1,0,1,0,0,0,0,0,S,
2313,1,0,1,0,0,1,0,0,N,
2314,1,0,1,0,0,1,0,0,N,
2315,1,0,1,0,0,1,0,0,N,
2316,1,0,0,0,0,1,0,0,N,
2317,1,0,0,0,0,1,0,0,N,
2318,1,0,0,0,0,1,0,0,N,
2319,1,0,0,1,0,1,0,0,N,
2320,1,0,0,1,0,1,0,0,N,
2321,1,0,0,1,0,0,0,0,S,
2322,1,0,0,1,0,0,0,0,S,
2323,1,0,0,1,1,0,0,0,S,
2324,1,0,0,1,0,0,0,0,S,
2325,1,0,0,1,0,0,0,0,S,
2326,1,0,0,1,1,0,0,0,S,
2327,1,0,0,1,0,0,0,0,S,
2328,1,0,0,1,0,1,0,0,N,
2329,1,0,0,1,0,1,0,0,N,
2330,0,1,0,1,0,1,0,0,B,
2331,0,1,0,1,0,1,0,0,B,
2332,0,1,0,1,0,0,0,0,B,
2333,0,1,0,1,0,0,0,0,B,
2334,0,1,0,1,0,0,0,0,B,
2335,0,1,0,1,0,0,0,0,B,
2336,0,1,0,1,0,0,0,0,B,
2337,0,1,0,1,0,0,0,0,B,
2338,0,1,0,1,0,0,0,1,B,
2339,0,1,0,1,1,0,0,0,N,
2340,0,1,0,1,0,0,0,0,B,
2341,0,1,0,1,0,0,0,1,B,
2342,0,1,0,1,0,0,0,0,B,
2343,0,1,0,1,0,0,0,0,B,
2344,0,1,0,1,0,0,0,0,B,
2345,0,1,0,1,0,0,0,0,B,
2346,0,1,0,1,0,0,0,0,B,
2347,0,1,0,1,0,0,0,0,B,
2348,0,1,0,1,0,0,0,0,B,
2349,0,1,0,1,0,0,0,1,B,
2350,0,1,0,1,0,0,0,1,B,
2351,0,1,0,1,0,0,0,1,B,
2352,0,1,0,1,0,0,0,1,B,
2353,0,1,0,1,0,0,0,0,B,
2354,0,1,0,1,0,0,0,1,B,
2355,0,1,0,0,0,0,0,1,B,
2356,0,1,0,0,0,1,0,1,B,
2357,0,1,1,0,0,1,0,1,B,
2358,0,1,1,0,0,1,0,1,B,
2359,0,1,1,0,0,1,0,0,B,
2360,0,1,1,0,0,0,0,0,B,
2361,0,1,1,0,0,0,0,0,B,
2362,1,0,1,0,0,1,0,0,N,
2363,1,0,1,0,0,1,0,0,N,
2364,1,0,1,0,0,1,0,0,N,
2365,1,0,1,0,0,1,0,0,N,
2366,1,0,1,0,0,1,0,0,N,
2367,1,0,1,0,0,1,0,0,N,
2368,1,0,1,0,0,1,0,0,N,
2369,1,0,1,0,0,1,0,0,N,
2370,1,0,1,0,0,1,0,0,N,
2371,1,0,1,0,0,1,0,0,N,
2372,1,0,0,0,0,1,0,0,N,
2373,1,0,0,0,0,1,0,0,N,
2374,1,0,0,0,0,1,0,0,N,
2375,1,0,0,0,1,0,0,0,S,
2376,0,1,0,0,1,0,0,0,N,
2377,0,1,0,0,0,0,0,0,B,
2378,0,1,0,0,0,0,0,0,B,
2379,0,1,0,1,0,0,0,0,B,
2380,0,1,0,1,0,0,0,0,B,
2381,0,1,0,1,0,0,0,0,B,
2382,0,1,0,1,0,0,0,0,B,
2383,0,1,0,1,0,0,0,0,B,
2384,0,1,0,1,0,0,0,0,B,
2385,0,1,0,1,0,0,0,1,B,
2386,0,1,0,1,0,0,0,0,B,
2387,0,1,0,1,0,0,0,1,B,
2388,1,0,0,1,0,1,0,0,N,
2389,1,0,0,1,0,0,0,1,N,
2390,1,0,0,0,0,1,0,0,N,
2391,1,0,0,0,1,0,0,1,S,
2392,1,0,0,0,0,1,0,0,N,
2393,1,0,0,0,1,0,1,0,S,
2394,1,0,0,0,0,1,0,0,N,
2395,1,0,0,0,0,1,1,0,S,
2396,1,0,0,0,0,1,0,0,N,
2397,1,0,0,0,0,1,0,0,N,
2398,1,0,0,0,1,0,0,0,S,
2399,1,0,0,0,0,1,0,0,N,
2400,0,1,0,0,0,0,0,0,B,
2401,0,1,0,0,0,0,0,0,B,
2402,0,1,0,0,0,0,0,0,B,
2403,0,1,0,0,0,0,0,0,B,
2404,0,1,0,0,0,0,0,0,B,
2405,0,1,0,0,0,0,0,0,B,
2406,0,1,0,0,0,0,0,1,B,
2407,0,1,0,1,0,0,0,0,B,
2408,0,1,0,1,0,0,0,0,B,
2409,0,1,0,1,0,0,0,0,B,
2410,0,1,0,1,0,0,0,0,B,
2411,0,1,0,1,0,1,0,0,B,
2412,0,1,0,1,1,0,0,0,N,
2413,0,1,0,1,0,1,0,0,B,
2414,0,1,0,1,0,0,0,0,B,
2415,0,1,0,1,0,0,0,1,B,
2416,0,1,0,1,0,0,0,1,B,
2417,0,1,1,0,1,0,0,0,N,
2418,0,1,1,0,0,1,1,0,B,
2419,0,1,0,0,0,1,0,0,B,
2420,0,1,0,0,1,0,1,0,S,
2421,0,1,1,0,1,0,0,0,N,
2422,0,1,1,0,0,0,1,0,N,
2423,0,1,1,0,0,0,1,0,N,
2424,0,1,1,0,0,0,1,0,N,
2425,0,1,1,0,0,1,0,0,B,
2426,0,1,1,0,0,1,1,0,B,
2427,0,1,1,0,0,1,0,0,B,
2428,0,1,1,0,0,0,0,0,B,
2429,0,1,1,0,0,0,0,0,B,
2430,0,1,1,0,0,0,0,0,B,
2431,0,1,1,0,0,0,0,0,B,
2432,0,1,1,0,0,0,0,0,B,
2433,0,1,1,0,0,0,0,0,B,
2434,1,0,1,0,0,1,0,0,N,
2435,1,0,1,0,0,1,0,0,N,
2436,1,0,1,0,0,1,0,0,N,
2437,1,0,1,0,0,1,0,0,N,
2438,1,0,1,0,0,1,0,0,N,
2439,1,0,1,0,0,0,0,0,S,
2440,1,0,1,1,0,1,0,0,N,
2441,1,0,1,1,0,1,0,0,N,
2442,1,0,1,1,0,1,0,0,N,
2443,1,0,1,1,0,1,0,0,N,
2444,1,0,1,1,0,1,0,0,N,
2445,1,0,1,1,0,1,0,0,N,
2446,1,0,1,1,0,1,0,0,N,
2447,1,0,1,1,1,0,0,0,S,
2448,0,1,1,1,0,1,0,0,B,
2449,0,1,1,1,0,1,0,0,B,
2450,0,1,1,1,0,1,0,0,B,
2451,0,1,1,0,0,0,0,0,B,
2452,0,1,1,0,0,0,0,0,B,
2453,0,1,1,0,0,1,0,0,B,
2454,0,1,1,0,0,0,0,0,B,
2455,0,1,1,0,0,0,0,0,B,
2456,0,1,1,0,0,0,0,0,B,
2457,0,1,1,0,0,0,0,0,B,
2458,0,1,1,0,0,0,0,0,B,
2459,1,0,1,0,0,0,0,0,S,
2460,1,0,1,0,0,1,0,0,N,
2461,1,0,1,0,0,1,0,0,N,
2462,1,0,1,0,0,1,0,0,N,
2463,1,0,1,0,0,1,0,0,N,
2464,1,0,1,0,0,1,0,0,N,
2465,1,0,1,0,0,1,0,0,N,
2466,1,0,1,0,0,1,0,0,N,
2467,1,0,1,0,0,1,0,0,N,
2468,1,0,1,0,1,0,0,0,S,
2469,1,0,1,0,1,0,0,0,S,
2470,1,0,1,0,0,1,0,0,N,
2471,1,0,1,0,0,1,0,0,N,
2472,1,0,1,0,0,1,0,0,N,
2473,1,0,1,0,0,1,0,0,N,
2474,1,0,1,0,0,0,0,0,S,
2475,1,0,1,0,0,0,0,0,S,
2476,1,0,1,1,0,0,0,0,S,
2477,1,0,1,1,0,0,0,0,S,
2478,1,0,1,1,0,0,0,0,S,
